entity,code,year,is_aggregate,continent,auto_powerhouse,ev_sales,ev_sales_share,ev_stock,bev_share_ev_cars,phev_fcev_share_ev_cars,yoy_sales_growth_pct,global_sales_share_pct,sales_share_tier,tipping_year,years_since_tipping,rank_sales_in_year,rank_stock_in_year
Australia,AUS,2011,False,Asia-Pacific,False,49.0,0.0061,49.0,100.0,0.0,,0.1,Nascent (<1%),2022.0,-11.0,19.0,22.0
Australia,AUS,2012,False,Asia-Pacific,False,250.0,0.029,300.0,68.0,32.0,410.2040816326531,0.21008403361344538,Nascent (<1%),2022.0,-10.0,18.0,22.0
Australia,AUS,2013,False,Asia-Pacific,False,290.0,0.033,590.0,65.51724,34.48276,15.999999999999993,0.14427860696517414,Nascent (<1%),2022.0,-9.0,20.0,22.0
Australia,AUS,2014,False,Asia-Pacific,False,1320.0,0.15,1880.0,28.0303,71.9697,355.1724137931035,0.4,Nascent (<1%),2022.0,-8.0,17.0,19.0
Australia,AUS,2015,False,Asia-Pacific,False,1760.0,0.19,3600.0,43.18182,56.81818,33.33333333333333,0.3384615384615385,Nascent (<1%),2022.0,-7.0,18.0,19.0
Australia,AUS,2016,False,Asia-Pacific,False,1370.0,0.15,5000.0,48.90511,51.09489,-22.159090909090907,0.17564102564102566,Nascent (<1%),2022.0,-6.0,21.0,18.0
Australia,AUS,2017,False,Asia-Pacific,False,2300.0,0.25,7300.0,52.17391,47.82609,67.88321167883211,0.19166666666666665,Nascent (<1%),2022.0,-5.0,22.0,20.0
Australia,AUS,2018,False,Asia-Pacific,False,3600.0,0.42,10900.0,50.0,50.0,56.52173913043479,0.175609756097561,Nascent (<1%),2022.0,-4.0,25.0,21.0
Australia,AUS,2019,False,Asia-Pacific,False,9200.0,1.2,20600.0,68.47826,31.521739999999994,155.55555555555554,0.4423076923076923,Early (1-5%),2022.0,-3.0,20.0,20.0
Australia,AUS,2020,False,Asia-Pacific,False,6900.0,0.98,27000.0,75.36232,24.637680000000003,-25.0,0.2315436241610738,Nascent (<1%),2022.0,-2.0,22.0,20.0
Australia,AUS,2021,False,Asia-Pacific,False,20400.0,2.7,48000.0,83.33333,16.666669999999996,195.65217391304347,0.3090909090909091,Early (1-5%),2022.0,-1.0,21.0,20.0
Australia,AUS,2022,False,Asia-Pacific,False,38900.0,5.1,88000.0,84.8329,15.167100000000005,90.68627450980394,0.3813725490196079,Growth (5-20%),2022.0,0.0,20.0,20.0
Australia,AUS,2023,False,Asia-Pacific,False,98000.0,11.0,181000.0,88.77551,11.224490000000003,151.9280205655527,0.7153284671532847,Growth (5-20%),2022.0,1.0,15.0,19.0
Australia,AUS,2024,False,Asia-Pacific,False,114000.0,12.0,304000.0,79.82456,20.175439999999995,16.326530612244895,0.6514285714285715,Growth (5-20%),2022.0,2.0,14.0,17.0
Australia,AUS,2025,False,Asia-Pacific,False,133000.0,15.0,434000.0,75.18797,24.812029999999993,16.666666666666675,0.6273584905660377,Growth (5-20%),2022.0,3.0,20.0,16.0
Austria,AUT,2010,False,Europe,False,,,350.0,,,,,,2020.0,-10.0,,10.0
Austria,AUT,2011,False,Europe,False,,,990.0,,,,,,2020.0,-9.0,,10.0
Austria,AUT,2012,False,Europe,False,,,1540.0,,,,,,2020.0,-8.0,,11.0
Austria,AUT,2013,False,Europe,False,650.0,0.2,2510.0,100.0,0.0,,0.3233830845771144,Nascent (<1%),2020.0,-7.0,14.0,12.0
Austria,AUT,2014,False,Europe,False,1700.0,0.57,4180.0,100.0,0.0,161.53846153846155,0.5151515151515151,Nascent (<1%),2020.0,-6.0,14.0,12.0
Austria,AUT,2015,False,Europe,False,2800.0,0.9,6500.0,60.71429,39.28571,64.70588235294117,0.5384615384615384,Nascent (<1%),2020.0,-5.0,15.0,14.0
Austria,AUT,2016,False,Europe,False,5000.0,1.5,11400.0,76.0,24.0,78.57142857142858,0.641025641025641,Early (1-5%),2020.0,-4.0,14.0,13.0
Austria,AUT,2017,False,Europe,False,7100.0,2.0,18900.0,76.05634,23.943659999999994,41.99999999999999,0.5916666666666667,Early (1-5%),2020.0,-3.0,16.0,14.0
Austria,AUT,2018,False,Europe,False,9100.0,2.6,26700.0,74.72527,25.274730000000005,28.169014084507047,0.4439024390243902,Early (1-5%),2020.0,-2.0,16.0,15.0
Austria,AUT,2019,False,Europe,False,11500.0,3.5,38000.0,80.86957,19.130430000000004,26.37362637362637,0.5528846153846154,Early (1-5%),2020.0,-1.0,17.0,16.0
Austria,AUT,2020,False,Europe,False,23600.0,9.5,60000.0,67.79661,32.20339,105.21739130434784,0.7919463087248323,Growth (5-20%),2020.0,0.0,17.0,17.0
Austria,AUT,2021,False,Europe,False,48000.0,20.0,106000.0,68.75,31.25,103.38983050847457,0.7272727272727273,Growth (5-20%),2020.0,1.0,16.0,17.0
Austria,AUT,2022,False,Europe,False,47000.0,22.0,152000.0,72.34043,27.659570000000002,-2.083333333333337,0.4607843137254902,Mainstream (20-50%),2020.0,2.0,18.0,17.0
Austria,AUT,2023,False,Europe,False,65000.0,27.0,218000.0,73.84615,26.153850000000006,38.29787234042554,0.4744525547445255,Mainstream (20-50%),2020.0,3.0,21.0,18.0
Austria,AUT,2024,False,Europe,False,62000.0,24.0,275000.0,72.58065,27.419349999999994,-4.61538461538461,0.35428571428571426,Mainstream (20-50%),2020.0,4.0,25.0,19.0
Austria,AUT,2025,False,Europe,False,90000.0,31.0,355000.0,67.77778,32.22221999999999,45.16129032258065,0.42452830188679247,Mainstream (20-50%),2020.0,5.0,23.0,22.0
Belgium,BEL,2010,False,Europe,False,56.0,0.01,70.0,85.71429,14.285709999999995,,0.7516778523489933,Nascent (<1%),2020.0,-10.0,12.0,15.0
Belgium,BEL,2011,False,Europe,False,296.0,0.052,346.0,94.59459,5.405410000000003,428.57142857142856,0.6040816326530613,Nascent (<1%),2020.0,-9.0,14.0,17.0
Belgium,BEL,2012,False,Europe,False,910.0,0.19,1180.0,62.63736,37.36264,207.43243243243242,0.7647058823529412,Nascent (<1%),2020.0,-8.0,11.0,15.0
Belgium,BEL,2013,False,Europe,False,560.0,0.11,1790.0,89.28571,10.714290000000005,-38.46153846153846,0.27860696517412936,Nascent (<1%),2020.0,-7.0,16.0,16.0
Belgium,BEL,2014,False,Europe,False,1950.0,0.41,3700.0,66.66667,33.333330000000004,248.21428571428572,0.5909090909090909,Nascent (<1%),2020.0,-6.0,12.0,13.0
Belgium,BEL,2015,False,Europe,False,3900.0,0.76,7100.0,35.89744,64.10256,100.0,0.75,Nascent (<1%),2020.0,-5.0,13.0,13.0
Belgium,BEL,2016,False,Europe,False,9200.0,1.7,16200.0,22.82609,77.17391,135.8974358974359,1.1794871794871795,Early (1-5%),2020.0,-4.0,11.0,11.0
Belgium,BEL,2017,False,Europe,False,14700.0,2.6,30500.0,18.36735,81.63265,59.78260869565217,1.225,Early (1-5%),2020.0,-3.0,11.0,11.0
Belgium,BEL,2018,False,Europe,False,13200.0,2.4,44000.0,27.27273,72.72727,-10.204081632653061,0.6439024390243903,Early (1-5%),2020.0,-2.0,12.0,12.0
Belgium,BEL,2019,False,Europe,False,17700.0,3.2,60000.0,49.71751,50.28249,34.09090909090908,0.8509615384615384,Early (1-5%),2020.0,-1.0,12.0,12.0
Belgium,BEL,2020,False,Europe,False,47000.0,11.0,105000.0,31.91489,68.08511,165.53672316384183,1.5771812080536913,Growth (5-20%),2020.0,0.0,11.0,12.0
Belgium,BEL,2021,False,Europe,False,71000.0,18.0,172000.0,32.39437,67.60562999999999,51.06382978723405,1.0757575757575757,Growth (5-20%),2020.0,1.0,12.0,13.0
Belgium,BEL,2022,False,Europe,False,97000.0,26.0,270000.0,39.17526,60.82474,36.61971830985915,0.9509803921568628,Mainstream (20-50%),2020.0,2.0,12.0,13.0
Belgium,BEL,2023,False,Europe,False,193000.0,41.0,470000.0,48.18653,51.81347,98.96907216494846,1.4087591240875912,Mainstream (20-50%),2020.0,3.0,6.0,13.0
Belgium,BEL,2024,False,Europe,False,197000.0,43.0,580000.0,65.98985,34.010149999999996,2.0725388601036343,1.125714285714286,Mainstream (20-50%),2020.0,4.0,7.0,12.0
Belgium,BEL,2025,False,Europe,False,180000.0,44.0,770000.0,77.77778,22.222219999999993,-8.629441624365485,0.8490566037735849,Mainstream (20-50%),2020.0,5.0,12.0,11.0
Brazil,BRA,2010,False,Americas,True,10.0,0.00035,,100.0,0.0,,0.1342281879194631,Nascent (<1%),2024.0,-14.0,16.0,
Brazil,BRA,2011,False,Americas,True,8.0,0.00028,,100.0,0.0,-19.999999999999996,0.0163265306122449,Nascent (<1%),2024.0,-13.0,25.0,
Brazil,BRA,2012,False,Americas,True,40.0,0.0013,,55.0,45.0,400.0,0.03361344537815126,Nascent (<1%),2024.0,-12.0,27.0,
Brazil,BRA,2013,False,Americas,True,72.0,0.0024,,54.16667,45.83333,80.0,0.03582089552238806,Nascent (<1%),2024.0,-11.0,25.0,
Brazil,BRA,2014,False,Americas,True,61.0,0.0022,61.0,100.0,0.0,-15.277777777777779,0.018484848484848482,Nascent (<1%),2024.0,-10.0,27.0,31.0
Brazil,BRA,2015,False,Americas,True,89.0,0.0042,148.0,68.53933,31.460669999999993,45.9016393442623,0.017115384615384616,Nascent (<1%),2024.0,-9.0,32.0,32.0
Brazil,BRA,2016,False,Americas,True,177.0,0.011,325.0,73.44633,26.553669999999997,98.87640449438202,0.022692307692307692,Nascent (<1%),2024.0,-8.0,32.0,33.0
Brazil,BRA,2017,False,Americas,True,430.0,0.023,680.0,32.55814,67.44185999999999,142.93785310734464,0.035833333333333335,Nascent (<1%),2024.0,-7.0,33.0,32.0
Brazil,BRA,2018,False,Americas,True,410.0,0.02,1050.0,43.90244,56.09756,-4.651162790697672,0.02,Nascent (<1%),2024.0,-6.0,37.0,32.0
Brazil,BRA,2019,False,Americas,True,1940.0,0.084,2990.0,27.83505,72.16495,373.17073170731703,0.09326923076923077,Nascent (<1%),2024.0,-5.0,29.0,31.0
Brazil,BRA,2020,False,Americas,True,2600.0,0.16,5400.0,30.76923,69.23077,34.020618556701024,0.087248322147651,Nascent (<1%),2024.0,-4.0,33.0,30.0
Brazil,BRA,2021,False,Americas,True,13900.0,0.92,19400.0,20.86331,79.13669,434.6153846153846,0.2106060606060606,Nascent (<1%),2024.0,-3.0,24.0,27.0
Brazil,BRA,2022,False,Americas,True,18500.0,1.2,39000.0,45.94595,54.05405,33.09352517985611,0.18137254901960784,Early (1-5%),2024.0,-2.0,27.0,27.0
Brazil,BRA,2023,False,Americas,True,52000.0,3.0,92000.0,36.53846,63.46154,181.0810810810811,0.3795620437956204,Early (1-5%),2024.0,-1.0,24.0,26.0
Brazil,BRA,2024,False,Americas,True,126000.0,6.4,214000.0,49.20635,50.79365,142.3076923076923,0.72,Growth (5-20%),2024.0,0.0,12.0,24.0
Brazil,BRA,2025,False,Americas,True,178000.0,9.0,390000.0,44.38202,55.61798,41.26984126984128,0.8396226415094339,Growth (5-20%),2024.0,1.0,13.0,20.0
Bulgaria,BGR,2015,False,Europe,False,21.0,,,100.0,0.0,,0.0040384615384615385,,,,45.0,
Bulgaria,BGR,2016,False,Europe,False,13.0,,,38.46154,61.53846,-38.095238095238095,0.0016666666666666668,,,,47.0,
Bulgaria,BGR,2017,False,Europe,False,106.0,,,64.15094,35.849059999999994,715.3846153846154,0.008833333333333334,,,,45.0,
Bulgaria,BGR,2018,False,Europe,False,216.0,,,87.96296,12.037040000000005,103.77358490566037,0.01053658536585366,,,,43.0,
Bulgaria,BGR,2019,False,Europe,False,236.0,,,76.27119,23.728809999999996,9.259259259259256,0.011346153846153846,,,,46.0,
Bulgaria,BGR,2020,False,Europe,False,181.0,,,77.34807,22.651929999999993,-23.305084745762716,0.006073825503355704,,,,53.0,
Bulgaria,BGR,2021,False,Europe,False,550.0,,,78.18182,21.818179999999998,203.86740331491714,0.008333333333333333,,,,51.0,
Bulgaria,BGR,2022,False,Europe,False,1140.0,,,87.7193,12.280699999999996,107.27272727272728,0.011176470588235295,,,,52.0,
Bulgaria,BGR,2023,False,Europe,False,2160.0,,,83.33333,16.666669999999996,89.4736842105263,0.015766423357664233,,,,50.0,
Bulgaria,BGR,2024,False,Europe,False,2170.0,,,78.34101,21.658990000000003,0.4629629629629539,0.012400000000000001,,,,56.0,
Bulgaria,BGR,2025,False,Europe,False,2970.0,,,80.80808,19.191919999999996,36.866359447004605,0.01400943396226415,,,,56.0,
Cambodia,KHM,2021,False,Asia-Pacific,False,42.0,,42.0,100.0,0.0,,0.0006363636363636363,,,,58.0,43.0
Cambodia,KHM,2022,False,Asia-Pacific,False,290.0,,340.0,100.0,0.0,590.4761904761905,0.0028431372549019606,,,,57.0,43.0
Cambodia,KHM,2023,False,Asia-Pacific,False,500.0,,830.0,100.0,0.0,72.41379310344827,0.0036496350364963507,,,,58.0,44.0
Cambodia,KHM,2024,False,Asia-Pacific,False,2230.0,,3130.0,98.65471,1.3452900000000056,346.0,0.012742857142857144,,,,55.0,45.0
Cambodia,KHM,2025,False,Asia-Pacific,False,4210.0,,7340.0,97.38717,2.6128300000000024,88.78923766816142,0.019858490566037737,,,,53.0,45.0
Canada,CAN,2011,False,Americas,True,520.0,0.041,550.0,42.30769,57.69231,,1.0612244897959184,Nascent (<1%),2021.0,-10.0,10.0,13.0
Canada,CAN,2012,False,Americas,True,1920.0,0.14,2430.0,32.29167,67.70832999999999,269.2307692307692,1.6134453781512605,Nascent (<1%),2021.0,-9.0,9.0,10.0
Canada,CAN,2013,False,Americas,True,3100.0,0.22,5500.0,51.6129,48.3871,61.45833333333333,1.5422885572139304,Nascent (<1%),2021.0,-8.0,9.0,9.0
Canada,CAN,2014,False,Americas,True,5100.0,0.35,10700.0,54.90196,45.09804,64.51612903225808,1.5454545454545454,Nascent (<1%),2021.0,-7.0,9.0,9.0
Canada,CAN,2015,False,Americas,True,6800.0,0.45,17600.0,64.70588,35.29412000000001,33.33333333333333,1.3076923076923077,Nascent (<1%),2021.0,-6.0,10.0,9.0
Canada,CAN,2016,False,Americas,True,11600.0,0.76,29000.0,44.82759,55.17241,70.58823529411764,1.4871794871794872,Nascent (<1%),2021.0,-5.0,10.0,9.0
Canada,CAN,2017,False,Americas,True,16700.0,1.0,47000.0,52.09581,47.90419,43.96551724137932,1.3916666666666668,Nascent (<1%),2021.0,-4.0,10.0,9.0
Canada,CAN,2018,False,Americas,True,44000.0,2.8,87000.0,52.27273,47.72727,163.47305389221555,2.1463414634146343,Early (1-5%),2021.0,-3.0,9.0,9.0
Canada,CAN,2019,False,Americas,True,51000.0,3.4,136000.0,62.7451,37.2549,15.909090909090917,2.451923076923077,Early (1-5%),2021.0,-2.0,8.0,9.0
Canada,CAN,2020,False,Americas,True,51000.0,4.2,212000.0,72.54902,27.45098,0.0,1.7114093959731544,Early (1-5%),2021.0,-1.0,10.0,9.0
Canada,CAN,2021,False,Americas,True,87000.0,6.4,300000.0,67.81609,32.18391,70.58823529411764,1.3181818181818181,Growth (5-20%),2021.0,0.0,11.0,9.0
Canada,CAN,2022,False,Americas,True,115000.0,9.5,410000.0,79.13043,20.869569999999996,32.18390804597702,1.1274509803921569,Growth (5-20%),2021.0,1.0,9.0,9.0
Canada,CAN,2023,False,Americas,True,171000.0,13.0,550000.0,76.02339,23.976609999999994,48.695652173913054,1.248175182481752,Growth (5-20%),2021.0,2.0,7.0,9.0
Canada,CAN,2024,False,Americas,True,252000.0,17.0,870000.0,75.39683,24.603170000000006,47.36842105263157,1.44,Growth (5-20%),2021.0,3.0,6.0,8.0
Canada,CAN,2025,False,Americas,True,168000.0,11.0,1030000.0,65.47619,34.52381,-33.333333333333336,0.7924528301886792,Growth (5-20%),2021.0,4.0,17.0,8.0
Chile,CHL,2011,False,Americas,False,6.0,0.0024,6.0,100.0,0.0,,0.012244897959183673,Nascent (<1%),,,26.0,26.0
Chile,CHL,2012,False,Americas,False,5.0,0.002,11.0,100.0,0.0,-16.666666666666664,0.004201680672268907,Nascent (<1%),,,33.0,31.0
Chile,CHL,2013,False,Americas,False,5.0,0.0019,16.0,100.0,0.0,0.0,0.0024875621890547263,Nascent (<1%),,,32.0,32.0
Chile,CHL,2014,False,Americas,False,19.0,0.0079,33.0,26.31579,73.68421000000001,280.0,0.005757575757575757,Nascent (<1%),,,33.0,34.0
Chile,CHL,2015,False,Americas,False,36.0,0.019,69.0,36.11111,63.88889,89.4736842105263,0.006923076923076924,Nascent (<1%),,,41.0,36.0
Chile,CHL,2016,False,Americas,False,31.0,0.015,100.0,70.96774,29.032259999999994,-13.888888888888884,0.0039743589743589745,Nascent (<1%),,,46.0,37.0
Chile,CHL,2017,False,Americas,False,135.0,0.064,231.0,88.88889,11.111109999999996,335.4838709677419,0.01125,Nascent (<1%),,,43.0,37.0
Chile,CHL,2018,False,Americas,False,198.0,0.08,410.0,65.65657,34.34343,46.66666666666666,0.009658536585365854,Nascent (<1%),,,44.0,38.0
Chile,CHL,2019,False,Americas,False,305.0,0.14,650.0,72.13115,27.868849999999995,54.04040404040404,0.01466346153846154,Nascent (<1%),,,44.0,39.0
Chile,CHL,2020,False,Americas,False,239.0,0.2,840.0,66.94561,33.05439,-21.63934426229508,0.00802013422818792,Nascent (<1%),,,52.0,39.0
Chile,CHL,2021,False,Americas,False,860.0,0.29,1410.0,65.11628,34.88372,259.8326359832636,0.013030303030303031,Nascent (<1%),,,48.0,40.0
Chile,CHL,2022,False,Americas,False,1770.0,0.6,2900.0,73.44633,26.553669999999997,105.8139534883721,0.01735294117647059,Nascent (<1%),,,48.0,40.0
Chile,CHL,2023,False,Americas,False,2110.0,0.75,5700.0,75.82938,24.17062,19.2090395480226,0.015401459854014598,Nascent (<1%),,,51.0,41.0
Chile,CHL,2024,False,Americas,False,5600.0,2.1,11300.0,80.35714,19.64286,165.4028436018957,0.032,Early (1-5%),,,45.0,41.0
Chile,CHL,2025,False,Americas,False,8700.0,4.0,20000.0,63.21839,36.78161,55.35714285714286,0.0410377358490566,Early (1-5%),,,47.0,41.0
China,CHN,2010,False,Asia-Pacific,True,1440.0,0.01,1940.0,76.38889,23.611109999999996,,19.328859060402685,Nascent (<1%),2019.0,-9.0,2.0,5.0
China,CHN,2011,False,Asia-Pacific,True,5120.0,0.034,6960.0,93.75,6.25,255.55555555555554,10.448979591836736,Nascent (<1%),2019.0,-8.0,3.0,4.0
China,CHN,2012,False,Asia-Pacific,True,9860.0,0.073,16920.0,97.36308,2.6369200000000035,92.578125,8.285714285714285,Nascent (<1%),2019.0,-7.0,3.0,4.0
China,CHN,2013,False,Asia-Pacific,True,15730.0,0.096,32600.0,95.35919,4.640810000000002,59.53346855983772,7.82587064676617,Nascent (<1%),2019.0,-6.0,4.0,4.0
China,CHN,2014,False,Asia-Pacific,True,74000.0,0.41,86000.0,67.56757,32.43243,370.4386522568341,22.424242424242426,Nascent (<1%),2019.0,-5.0,2.0,3.0
China,CHN,2015,False,Asia-Pacific,True,211000.0,1.1,297000.0,71.09005,28.909949999999995,185.13513513513513,40.57692307692308,Early (1-5%),2019.0,-4.0,1.0,2.0
China,CHN,2016,False,Asia-Pacific,True,339000.0,1.5,640000.0,76.69617,23.303830000000005,60.66350710900474,43.46153846153846,Early (1-5%),2019.0,-3.0,1.0,1.0
China,CHN,2017,False,Asia-Pacific,True,580000.0,2.4,1220000.0,81.03448,18.965519999999998,71.0914454277286,48.333333333333336,Early (1-5%),2019.0,-2.0,1.0,1.0
China,CHN,2018,False,Asia-Pacific,True,1090000.0,4.7,2240000.0,75.22936,24.77064,87.93103448275863,53.170731707317074,Early (1-5%),2019.0,-1.0,1.0,1.0
China,CHN,2019,False,Asia-Pacific,True,1070000.0,5.0,3360000.0,78.50467,21.495329999999996,-1.834862385321101,51.442307692307686,Early (1-5%),2019.0,0.0,1.0,1.0
China,CHN,2020,False,Asia-Pacific,True,1150000.0,5.7,4470000.0,80.86957,19.130430000000004,7.476635514018692,38.59060402684564,Growth (5-20%),2019.0,1.0,1.0,1.0
China,CHN,2021,False,Asia-Pacific,True,3250000.0,16.0,7700000.0,83.07692,16.92308,182.60869565217394,49.24242424242424,Growth (5-20%),2019.0,2.0,1.0,1.0
China,CHN,2022,False,Asia-Pacific,True,6000000.0,29.0,13000000.0,75.0,25.0,84.61538461538463,58.82352941176471,Mainstream (20-50%),2019.0,3.0,1.0,1.0
China,CHN,2023,False,Asia-Pacific,True,8200000.0,38.0,21500000.0,67.07317,32.926829999999995,36.66666666666667,59.854014598540154,Mainstream (20-50%),2019.0,4.0,1.0,1.0
China,CHN,2024,False,Asia-Pacific,True,11300000.0,48.0,32000000.0,56.63717,43.36283,37.80487804878048,64.57142857142857,Mainstream (20-50%),2019.0,5.0,1.0,1.0
China,CHN,2025,False,Asia-Pacific,True,13300000.0,53.0,44000000.0,61.65414,38.34586,17.699115044247794,62.735849056603776,Mature (>50%),2019.0,6.0,1.0,1.0
Colombia,COL,2011,False,Americas,False,1.0,,,100.0,0.0,,0.0020408163265306124,,,,30.0,
Colombia,COL,2012,False,Americas,False,26.0,,27.0,100.0,0.0,2500.0,0.021848739495798318,,,,29.0,28.0
Colombia,COL,2013,False,Americas,False,23.0,,50.0,95.65217,4.347830000000002,-11.538461538461542,0.011442786069651741,,,,29.0,29.0
Colombia,COL,2014,False,Americas,False,27.0,,77.0,100.0,0.0,17.391304347826097,0.008181818181818182,,,,32.0,30.0
Colombia,COL,2015,False,Americas,False,42.0,,124.0,92.85714,7.142859999999999,55.55555555555556,0.008076923076923077,,,,37.0,33.0
Colombia,COL,2016,False,Americas,False,53.0,,169.0,52.83019,47.16981,26.190476190476186,0.006794871794871795,,,,42.0,35.0
Colombia,COL,2017,False,Americas,False,148.0,,325.0,62.16216,37.83784,179.2452830188679,0.012333333333333333,,,,41.0,36.0
Colombia,COL,2018,False,Americas,False,570.0,,890.0,43.85965,56.14035,285.13513513513516,0.027804878048780488,,,,36.0,35.0
Colombia,COL,2019,False,Americas,False,1210.0,,2050.0,62.80992,37.19008,112.28070175438596,0.058173076923076925,,,,36.0,33.0
Colombia,COL,2020,False,Americas,False,1140.0,,3200.0,58.77193,41.22807,-5.785123966942152,0.03825503355704698,,,,39.0,35.0
Colombia,COL,2021,False,Americas,False,2540.0,,5800.0,33.07087,66.92913,122.80701754385963,0.03848484848484848,,,,38.0,35.0
Colombia,COL,2022,False,Americas,False,4300.0,,10100.0,44.18605,55.81395,69.29133858267717,0.042156862745098035,,,,39.0,35.0
Colombia,COL,2023,False,Americas,False,5600.0,,15600.0,64.28571,35.714290000000005,30.232558139534895,0.040875912408759124,,,,43.0,36.0
Colombia,COL,2024,False,Americas,False,13100.0,,28500.0,83.96947,16.03053,133.92857142857144,0.07485714285714286,,,,39.0,38.0
Colombia,COL,2025,False,Americas,False,21700.0,,49000.0,87.5576,12.442400000000006,65.64885496183206,0.10235849056603773,,,,37.0,38.0
Costa Rica,CRI,2015,False,Americas,False,12.0,,12.0,,,,0.0023076923076923075,,,,46.0,37.0
Costa Rica,CRI,2016,False,Americas,False,107.0,,119.0,20.56075,79.43925,791.6666666666666,0.013717948717948718,,,,35.0,36.0
Costa Rica,CRI,2017,False,Americas,False,34.0,,156.0,41.17647,58.82353,-68.22429906542055,0.002833333333333333,,,,49.0,39.0
Costa Rica,CRI,2018,False,Americas,False,284.0,,430.0,80.98592,19.014080000000007,735.2941176470589,0.013853658536585366,,,,40.0,37.0
Costa Rica,CRI,2019,False,Americas,False,381.0,,810.0,91.86352,8.136480000000006,34.1549295774648,0.018317307692307692,,,,39.0,37.0
Costa Rica,CRI,2020,False,Americas,False,606.0,,1420.0,97.35974,2.640259999999998,59.05511811023623,0.02033557046979866,,,,44.0,37.0
Costa Rica,CRI,2021,False,Americas,False,1130.0,,2550.0,88.49558,11.504419999999996,86.46864686468648,0.01712121212121212,,,,47.0,36.0
Costa Rica,CRI,2022,False,Americas,False,2661.0,,5210.0,97.70763,2.2923700000000053,135.4867256637168,0.026088235294117648,,,,44.0,38.0
Costa Rica,CRI,2023,False,Americas,False,6337.0,,11440.0,99.41613,0.5838700000000046,138.1435550544908,0.04625547445255474,,,,42.0,38.0
Costa Rica,CRI,2024,False,Americas,False,11062.0,,23510.0,99.43952,0.5604799999999983,74.56209562884646,0.06321142857142857,,,,42.0,39.0
Costa Rica,CRI,2025,False,Americas,False,12190.0,,34700.0,98.44135,1.55865,10.197071054058938,0.057499999999999996,,,,43.0,40.0
Croatia,HRV,2019,False,Europe,False,257.0,,,73.92996,26.070040000000006,,0.012355769230769231,,,,45.0,
Croatia,HRV,2020,False,Europe,False,670.0,,,79.10448,20.895520000000005,160.70038910505838,0.02248322147651007,,,,42.0,
Croatia,HRV,2021,False,Europe,False,1800.0,,,77.77778,22.222219999999993,168.65671641791047,0.027272727272727275,,,,42.0,
Croatia,HRV,2022,False,Europe,False,2240.0,,,62.5,37.5,24.444444444444446,0.02196078431372549,,,,46.0,
Croatia,HRV,2023,False,Europe,False,2590.0,,,61.77606,38.22394,15.625,0.018905109489051095,,,,49.0,
Croatia,HRV,2024,False,Europe,False,3200.0,,,56.25,43.75,23.55212355212355,0.018285714285714287,,,,51.0,
Croatia,HRV,2025,False,Europe,False,3800.0,,,34.21053,65.78947,18.75,0.017924528301886792,,,,54.0,
Cyprus,CYP,2019,False,Europe,False,23.0,,,100.0,0.0,,0.001105769230769231,,,,55.0,
Cyprus,CYP,2020,False,Europe,False,125.0,,,33.6,66.4,443.47826086956525,0.0041946308724832215,,,,54.0,
Cyprus,CYP,2021,False,Europe,False,182.0,,,46.15385,53.84615,45.599999999999994,0.0027575757575757573,,,,55.0,
Cyprus,CYP,2022,False,Europe,False,630.0,,,63.49206,36.50794,246.15384615384616,0.006176470588235294,,,,54.0,
Cyprus,CYP,2023,False,Europe,False,1300.0,,,60.76923,39.23077,106.34920634920637,0.009489051094890512,,,,55.0,
Cyprus,CYP,2024,False,Europe,False,1860.0,,,64.51613,35.483869999999996,43.07692307692308,0.01062857142857143,,,,59.0,
Cyprus,CYP,2025,False,Europe,False,2270.0,,,66.0793,33.9207,22.043010752688176,0.01070754716981132,,,,58.0,
Czechia,CZE,2015,False,Europe,True,300.0,,,100.0,0.0,,0.057692307692307696,,,,25.0,
Czechia,CZE,2016,False,Europe,True,200.0,,,100.0,0.0,-33.333333333333336,0.02564102564102564,,,,30.0,
Czechia,CZE,2017,False,Europe,True,390.0,,,100.0,0.0,95.0,0.0325,,,,34.0,
Czechia,CZE,2018,False,Europe,True,980.0,,,71.42857,28.571430000000007,151.28205128205127,0.04780487804878049,,,,31.0,
Czechia,CZE,2019,False,Europe,True,1230.0,,,61.78862,38.21138,25.510204081632647,0.05913461538461539,,,,35.0,
Czechia,CZE,2020,False,Europe,True,5300.0,,,62.26415,37.73585,330.8943089430894,0.17785234899328858,,,,27.0,
Czechia,CZE,2021,False,Europe,True,6400.0,,,42.1875,57.8125,20.75471698113207,0.09696969696969697,,,,33.0,
Czechia,CZE,2022,False,Europe,True,7500.0,,,52.0,48.0,17.1875,0.07352941176470588,,,,37.0,
Czechia,CZE,2023,False,Europe,True,12000.0,,,55.83333,44.16667,60.00000000000001,0.0875912408759124,,,,37.0,
Czechia,CZE,2024,False,Europe,True,15800.0,,,69.62025,30.37975,31.666666666666664,0.09028571428571429,,,,37.0,
Czechia,CZE,2025,False,Europe,True,25000.0,,,56.0,44.0,58.22784810126582,0.1179245283018868,,,,36.0,
Denmark,DNK,2010,False,Europe,False,,,79.0,,,,,,2020.0,-10.0,,13.0
Denmark,DNK,2011,False,Europe,False,422.0,0.25,500.0,99.52607,0.47392999999999574,,0.8612244897959185,Nascent (<1%),2020.0,-9.0,12.0,14.0
